2025-02-12 10:06:26;3.224.220.101;159.84.146.99;TCP;51702;443;1;PERMIT;eth0;;6
2025-02-12 10:06:30;23.22.35.162;159.84.146.99;TCP;16257;443;1;PERMIT;eth0;;6
2025-02-12 10:06:32;192.44.68.162;159.84.146.99;TCP;46858;443;1;PERMIT;eth0;;6
2025-02-12 10:06:34;52.70.240.171;159.84.146.99;TCP;21974;443;1;PERMIT;eth0;;6
2025-02-12 10:06:38;52.70.240.171;159.84.146.99;TCP;24650;443;1;PERMIT;eth0;;6
2025-02-12 10:06:42;207.46.13.130;159.84.146.99;TCP;27268;443;1;PERMIT;eth0;;6
2025-02-12 10:06:42;23.22.35.162;159.84.146.99;TCP;12007;443;1;PERMIT;eth0;;6
2025-02-12 10:06:43;44.192.75.63;159.84.146.99;TCP;50454;443;1;PERMIT;eth0;;6
2025-02-12 10:06:46;162.142.125.235;159.84.146.99;TCP;30521;64888;999;DENY;eth0;;6
2025-02-12 10:06:46;3.224.220.101;159.84.146.99;TCP;18379;443;1;PERMIT;eth0;;6
2025-02-12 10:06:48;107.170.234.30;159.84.146.99;TCP;52478;5357;999;DENY;eth0;;6
2025-02-12 10:06:50;23.22.35.162;159.84.146.99;TCP;7705;443;1;PERMIT;eth0;;6
2025-02-12 10:06:54;3.224.220.101;159.84.146.99;TCP;63933;443;1;PERMIT;eth0;;6
2025-02-12 10:06:58;23.22.35.162;159.84.146.99;TCP;13377;443;1;PERMIT;eth0;;6
2025-02-12 10:07:02;3.224.220.101;159.84.146.99;TCP;1381;443;1;PERMIT;eth0;;6
2025-02-12 10:07:03;66.249.68.7;159.84.146.99;TCP;63990;443;1;PERMIT;eth0;;6
2025-02-12 10:07:05;91.92.249.128;159.84.146.99;TCP;41022;27018;999;DENY;eth0;;6
2025-02-12 10:07:07;52.70.240.171;159.84.146.99;TCP;7101;443;1;PERMIT;eth0;;6
2025-02-12 10:07:07;85.209.11.155;159.84.146.99;TCP;41019;5220;999;DENY;eth0;;6
2025-02-12 10:07:09;79.110.62.64;159.84.146.99;TCP;48129;43050;999;DENY;eth0;;6
2025-02-12 10:07:10;23.22.35.162;159.84.146.99;TCP;36634;443;1;PERMIT;eth0;;6
2025-02-12 10:07:14;3.239.112.201;159.84.146.99;TCP;50514;443;1;PERMIT;eth0;;6
2025-02-12 10:07:14;52.70.240.171;159.84.146.99;TCP;36746;443;1;PERMIT;eth0;;6
2025-02-12 10:07:17;79.110.62.64;159.84.146.99;TCP;48129;43087;999;DENY;eth0;;6
2025-02-12 10:07:18;23.22.35.162;159.84.146.99;TCP;7297;443;1;PERMIT;eth0;;6
2025-02-12 10:07:22;52.70.240.171;159.84.146.99;TCP;30428;443;1;PERMIT;eth0;;6
2025-02-12 10:07:24;65.49.1.11;159.84.146.99;TCP;35396;636;999;DENY;eth0;;6
2025-02-12 10:07:26;3.224.220.101;159.84.146.99;TCP;6762;443;1;PERMIT;eth0;;6
2025-02-12 10:07:27;86.181.180.163;159.84.146.99;TCP;64603;443;1;PERMIT;eth0;;6
2025-02-12 10:07:27;86.181.180.163;159.84.146.99;TCP;64606;443;1;PERMIT;eth0;;6
2025-02-12 10:07:30;3.224.220.101;159.84.146.99;TCP;58977;443;1;PERMIT;eth0;;6
2025-02-12 10:07:34;23.22.35.162;159.84.146.99;TCP;8098;443;1;PERMIT;eth0;;6
2025-02-12 10:07:35;43.143.217.180;159.84.146.99;TCP;32864;443;1;PERMIT;eth0;;6
2025-02-12 10:07:37;79.124.40.70;159.84.146.99;TCP;44537;36868;999;DENY;eth0;;6
2025-02-12 10:07:37;35.172.216.236;159.84.146.99;TCP;50256;443;1;PERMIT;eth0;;6
2025-02-12 10:07:37;8.134.220.212;159.84.146.99;TCP;41255;2375;999;DENY;eth0;;6
2025-02-12 10:07:39;52.70.240.171;159.84.146.99;TCP;2635;443;1;PERMIT;eth0;;6
2025-02-12 10:07:43;23.22.35.162;159.84.146.99;TCP;24829;443;1;PERMIT;eth0;;6
2025-02-12 10:07:45;104.156.155.36;159.84.146.99;TCP;44825;9966;999;DENY;eth0;;6
2025-02-12 10:07:46;52.70.240.171;159.84.146.99;TCP;24895;443;1;PERMIT;eth0;;6
2025-02-12 10:07:49;74.82.47.51;159.84.146.99;TCP;51180;2323;999;DENY;eth0;;6
2025-02-12 10:07:49;44.210.105.167;159.84.146.99;TCP;50956;443;1;PERMIT;eth0;;6
2025-02-12 10:07:50;23.22.35.162;159.84.146.99;TCP;27258;443;1;PERMIT;eth0;;6
2025-02-12 10:07:51;3.237.26.97;159.84.146.99;TCP;50542;443;1;PERMIT;eth0;;6
2025-02-12 10:07:52;3.239.112.201;159.84.146.99;TCP;50090;443;1;PERMIT;eth0;;6
2025-02-12 10:07:54;23.22.35.162;159.84.146.99;TCP;48250;443;1;PERMIT;eth0;;6
2025-02-12 10:07:57;104.156.155.36;159.84.146.99;TCP;44825;30718;999;DENY;eth0;;6
2025-02-12 10:07:58;44.221.69.227;159.84.146.99;TCP;50108;443;1;PERMIT;eth0;;6
2025-02-12 10:07:58;3.224.220.101;159.84.146.99;TCP;58611;443;1;PERMIT;eth0;;6
2025-02-12 10:07:59;44.222.132.121;159.84.146.99;TCP;50186;443;1;PERMIT;eth0;;6
2025-02-12 10:08:02;3.224.220.101;159.84.146.99;TCP;31695;443;1;PERMIT;eth0;;6
2025-02-12 10:08:06;18.232.186.211;159.84.146.99;TCP;50160;443;1;PERMIT;eth0;;6
2025-02-12 10:08:06;23.22.35.162;159.84.146.99;TCP;18377;443;1;PERMIT;eth0;;6
2025-02-12 10:08:08;35.171.69.89;159.84.146.99;TCP;45381;443;1;PERMIT;eth0;;6
2025-02-12 10:08:10;3.224.220.101;159.84.146.99;TCP;17371;443;1;PERMIT;eth0;;6
2025-02-12 10:08:15;23.22.35.162;159.84.146.99;TCP;21044;443;1;PERMIT;eth0;;6
2025-02-12 10:08:18;3.224.220.101;159.84.146.99;TCP;8499;443;1;PERMIT;eth0;;6
2025-02-12 10:08:22;3.224.220.101;159.84.146.99;TCP;15961;443;1;PERMIT;eth0;;6
2025-02-12 10:08:27;52.70.240.171;159.84.146.99;TCP;55303;443;1;PERMIT;eth0;;6
2025-02-12 10:08:30;23.22.35.162;159.84.146.99;TCP;12680;443;1;PERMIT;eth0;;6
2025-02-12 10:08:33;114.45.140.91;159.84.146.99;TCP;42640;443;1;PERMIT;eth0;;6
2025-02-12 10:08:34;3.224.220.101;159.84.146.99;TCP;24581;443;1;PERMIT;eth0;;6
2025-02-12 10:08:36;192.44.68.176;159.84.146.99;TCP;13575;443;1;PERMIT;eth0;;6
